time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,date,precipAccumulation
1305349200,"Light rain until morning, starting again in the evening.",rain,1305369167,1305421424,0.41,0.0057,0.03,1305424800.0,0.94,rain,49.32,1305396000,44.63,1305464400,45.23,1305396000,37.63,1305464400,45.33,0.93,1006.77,11.63,23.14,1305349200,7,1.0,5,1305396000,5.801,45.85,1305370800,49.32,1305396000,40.11,1305367200,45.23,1305396000,2011-05-14,
1305435600,Light rain in the morning and afternoon.,rain,1305455507,1305507886,0.45,0.0146,0.0535,1305442800.0,1.0,rain,45.28,1305500400,40.78,1305540000,39.05,1305500400,35.7,1305540000,39.68,0.83,1010.01,13.72,25.0,1305464400,14,0.95,5,1305482400,7.136,42.87,1305482400,47.31,1305446400,35.79,1305486000,42.0,1305446400,2011-05-15,
1305522000,Partly cloudy throughout the day.,clear-day,1305541849,1305594347,0.49,0.0,0.0,,0.0,,50.24,1305568800,42.12,1305619200,50.24,1305568800,39.31,1305626400,33.04,0.62,1016.48,9.71,22.17,1305576000,7,0.12,10,1305568800,9.999,40.78,1305540000,50.24,1305568800,35.7,1305540000,50.24,1305568800,2011-05-16,
1305608400,Mostly cloudy throughout the day.,partly-cloudy-day,1305628193,1305680808,0.52,0.0,0.0,,0.0,,56.68,1305662400,49.63,1305698400,56.68,1305662400,47.72,1305720000,35.75,0.6,1014.98,8.18,19.83,1305666000,11,0.52,8,1305655200,9.997,42.12,1305619200,56.68,1305662400,39.31,1305626400,56.68,1305662400,2011-05-17,
1305694800,Possible drizzle in the morning.,rain,1305714538,1305767268,0.56,0.0007,0.0055,1305723600.0,0.59,rain,55.99,1305756000,51.3,1305784800,55.99,1305756000,51.3,1305784800,47.65,0.88,1011.9,4.51,8.85,1305727200,6,1.0,5,1305741600,6.252,49.63,1305698400,55.99,1305756000,47.72,1305720000,55.99,1305756000,2011-05-18,
1305781200,Mostly cloudy throughout the day.,partly-cloudy-day,1305800885,1305853728,0.6,0.0,0.0,,0.0,,68.82,1305835200,52.21,1305878400,68.82,1305835200,52.21,1305878400,53.13,0.84,1015.89,2.98,6.53,1305835200,6,0.8,5,1305831600,7.195,51.3,1305784800,68.82,1305835200,51.3,1305784800,68.82,1305835200,2011-05-19,
1305867600,Mostly cloudy throughout the day.,partly-cloudy-day,1305887234,1305940187,0.63,0.0,0.0,,0.0,,70.8,1305921600,50.74,1305954000,70.8,1305921600,50.74,1305954000,53.98,0.81,1017.68,2.81,8.08,1305932400,56,0.55,9,1305910800,8.864,51.15,1305950400,70.8,1305921600,51.15,1305950400,70.8,1305921600,2011-05-20,
1305954000,Possible drizzle in the afternoon.,rain,1305973585,1306026645,0.66,0.0002,0.0022,1306004400.0,0.34,rain,75.14,1306018800,64.93,1306062000,75.48,1306018800,65.38,1306062000,58.6,0.8,1012.28,4.85,14.26,1306015200,146,0.7,6,1305997200,8.694,50.74,1305954000,75.14,1306018800,50.74,1305954000,75.48,1306018800,2011-05-21,
1306040400,Light rain starting in the afternoon.,rain,1306059937,1306113102,0.7,0.0031,0.0465,1306123200.0,0.89,rain,86.7,1306094400,65.04,1306148400,88.42,1306094400,65.31,1306148400,61.27,0.69,1006.35,7.27,20.86,1306090800,182,0.43,10,1306083600,9.42,64.93,1306062000,86.7,1306094400,65.38,1306062000,88.42,1306094400,2011-05-22,
1306126800,Mostly cloudy throughout the day.,rain,1306146291,1306199559,0.73,0.0058,0.0841,1306130400.0,0.87,rain,79.73,1306180800,57.46,1306238400,79.73,1306180800,57.46,1306238400,60.05,0.68,1002.49,6.97,21.06,1306177200,236,0.68,8,1306173600,9.911,65.04,1306148400,79.73,1306180800,65.31,1306148400,79.73,1306180800,2011-05-23,
1306213200,Possible drizzle overnight.,partly-cloudy-day,1306232647,1306286014,0.76,0.0,0.0,,0.0,,59.74,1306252800,47.74,1306288800,59.74,1306252800,44.04,1306288800,49.06,0.75,1010.7,6.7,14.95,1306263600,22,0.52,7,1306263600,9.997,47.74,1306288800,69.25,1306213200,44.04,1306288800,69.26,1306213200,2011-05-24,
1306299600,Heavy rain throughout the day.,rain,1306319005,1306372469,0.79,0.0478,0.4018,1306335600.0,1.0,rain,70.12,1306357200,44.89,1306411200,70.23,1306357200,39.03,1306414800,52.16,0.9,1005.67,6.2,19.04,1306371600,22,0.9,5,1306353600,6.972,47.96,1306299600,70.12,1306357200,44.16,1306382400,70.23,1306357200,2011-05-25,
1306386000,Rain in the morning.,rain,1306405365,1306458922,0.82,0.0267,0.1022,1306400400.0,1.0,rain,46.68,1306454400,43.52,1306490400,41.0,1306454400,39.13,1306472400,41.98,0.86,1008.69,13.09,23.61,1306429200,5,0.96,5,1306432800,7.976,44.5,1306468800,48.93,1306389600,37.99,1306432800,44.42,1306389600,2011-05-26,
1306472400,Possible drizzle overnight.,partly-cloudy-day,1306491726,1306545375,0.85,0.0,0.0005,1306551600.0,0.2,,55.95,1306530000,49.99,1306555200,55.95,1306530000,49.99,1306555200,41.02,0.73,1014.85,5.81,12.43,1306472400,21,0.66,7,1306519200,9.997,43.52,1306490400,55.95,1306530000,39.13,1306472400,55.95,1306530000,2011-05-27,
1306558800,Light rain in the afternoon and evening.,rain,1306578090,1306631826,0.88,0.0063,0.0426,1306616400.0,0.94,rain,63.08,1306609200,55.3,1306652400,63.08,1306609200,55.3,1306652400,54.89,0.9,1010.38,3.84,14.07,1306591200,186,0.99,5,1306605600,5.137,50.84,1306558800,63.08,1306609200,50.84,1306558800,63.08,1306609200,2011-05-28,
1306645200,Rain in the afternoon.,rain,1306664455,1306718276,0.91,0.0321,0.3634,1306695600.0,1.0,rain,70.61,1306713600,64.78,1306738800,71.12,1306713600,65.11,1306738800,59.65,0.93,1011.41,3.54,15.8,1306706400,119,0.9,5,1306692000,4.806,55.3,1306652400,70.61,1306713600,55.3,1306652400,71.12,1306713600,2011-05-29,
1306731600,Partly cloudy throughout the day.,partly-cloudy-day,1306750822,1306804725,0.94,0.0,0.0,,0.0,,89.75,1306792800,75.55,1306839600,94.94,1306785600,76.13,1306839600,65.96,0.68,1015.03,7.52,21.4,1306789200,194,0.22,10,1306774800,9.89,64.78,1306738800,89.75,1306792800,65.11,1306738800,94.94,1306785600,2011-05-30,
1306818000,Possible drizzle in the afternoon and evening.,rain,1306837192,1306891173,0.97,0.0008,0.0137,1306875600.0,0.48,rain,86.05,1306868400,63.49,1306926000,89.86,1306868400,63.49,1306926000,65.86,0.63,1017.04,8.5,23.02,1306857600,218,0.48,6,1306864800,9.997,73.08,1306900800,86.05,1306868400,73.08,1306900800,89.86,1306868400,2011-05-31,
1306904400,Partly cloudy throughout the day.,partly-cloudy-day,1306923563,1306977620,0.01,0.0,0.0,,0.0,,82.23,1306965600,56.49,1307012400,82.23,1306965600,56.49,1307012400,50.57,0.46,1021.3,6.52,21.6,1306954800,262,0.15,9,1306951200,9.997,63.49,1306926000,82.23,1306965600,63.49,1306926000,82.23,1306965600,2011-06-01,
1306990800,Mostly cloudy throughout the day.,partly-cloudy-day,1307009936,1307064065,0.04,0.0001,0.0014,1307073600.0,0.07,rain,67.01,1307044800,56.6,1307077200,67.01,1307044800,56.6,1307077200,47.27,0.59,1022.53,4.91,11.66,1307019600,47,0.62,9,1307037600,9.997,56.49,1307012400,68.92,1306990800,56.49,1307012400,68.92,1306990800,2011-06-02,
1307077200,Partly cloudy throughout the day.,partly-cloudy-day,1307096311,1307150509,0.07,0.0001,0.0012,1307084400.0,0.26,rain,87.86,1307142000,74.61,1307181600,89.58,1307142000,75.58,1307181600,60.34,0.64,1017.76,6.06,16.5,1307142000,161,0.56,8,1307127600,9.997,56.6,1307077200,87.86,1307142000,56.6,1307077200,89.58,1307142000,2011-06-03,
1307163600,Rain in the afternoon and evening.,rain,1307182688,1307236952,0.11,0.0062,0.1188,1307224800.0,1.0,rain,90.4,1307210400,63.9,1307268000,96.25,1307210400,64.02,1307268000,65.79,0.67,1016.14,5.05,13.64,1307163600,226,0.39,8,1307210400,9.285,68.02,1307246400,90.4,1307210400,68.02,1307246400,96.25,1307210400,2011-06-04,
1307250000,Mostly cloudy throughout the day.,partly-cloudy-day,1307269067,1307323393,0.14,0.0,0.0,,0.0,,80.8,1307300400,61.09,1307350800,81.07,1307300400,61.09,1307350800,56.5,0.63,1018.87,2.05,7.41,1307300400,42,0.45,8,1307300400,9.514,62.17,1307332800,80.8,1307300400,62.17,1307332800,81.07,1307300400,2011-06-05,
1307336400,Mostly cloudy throughout the day.,partly-cloudy-day,1307355449,1307409833,0.18,0.0,0.0,,0.0,,93.75,1307394000,76.89,1307444400,96.39,1307397600,78.0,1307444400,62.08,0.6,1012.96,5.13,16.14,1307394000,195,0.32,9,1307379600,9.984,61.09,1307350800,93.75,1307394000,61.09,1307350800,96.39,1307397600,2011-06-06,
1307422800,Clear throughout the day.,clear-day,1307441832,1307496271,0.21,0.0,0.0,,0.0,,96.7,1307480400,78.52,1307530800,98.05,1307476800,79.23,1307530800,66.45,0.54,1009.44,5.88,16.9,1307484000,224,0.05,10,1307469600,9.461,76.89,1307444400,96.7,1307480400,78.0,1307444400,98.05,1307476800,2011-06-07,
1307509200,Rain in the morning and overnight.,partly-cloudy-day,1307528217,1307582707,0.25,0.0,0.0,,0.0,,95.11,1307566800,65.55,1307617200,95.9,1307559600,66.26,1307617200,64.0,0.49,1008.99,7.59,20.75,1307566800,227,0.32,7,1307559600,9.96,78.52,1307530800,95.11,1307566800,79.02,1307592000,95.9,1307559600,2011-06-08,
1307595600,Rain in the morning and afternoon.,rain,1307614604,1307669142,0.29,0.0578,0.3277,1307628000.0,1.0,rain,65.82,1307624400,51.12,1307682000,66.47,1307624400,51.12,1307682000,54.62,0.86,1016.01,7.36,16.2,1307646000,16,0.95,5,1307642400,8.148,51.4,1307674800,68.73,1307595600,51.4,1307674800,69.1,1307595600,2011-06-09,
1307682000,Rain in the morning.,rain,1307700993,1307755576,0.32,0.0104,0.1423,1307703600.0,1.0,rain,67.36,1307732400,56.96,1307775600,67.67,1307732400,56.96,1307775600,54.95,0.89,1014.1,4.51,9.47,1307700000,5,0.93,5,1307728800,5.63,51.12,1307682000,67.36,1307732400,51.12,1307682000,67.67,1307732400,2011-06-10,
1307768400,Possible drizzle in the morning.,rain,1307787385,1307842007,0.36,0.0005,0.0041,1307786400.0,0.49,rain,60.09,1307822400,52.56,1307872800,60.09,1307822400,52.56,1307872800,55.18,0.93,1013.94,3.35,7.79,1307818800,8,0.99,5,1307815200,4.871,53.86,1307840400,60.09,1307822400,53.86,1307840400,60.09,1307822400,2011-06-11,
1307854800,Mostly cloudy throughout the day.,partly-cloudy-day,1307873778,1307928437,0.4,0.0,0.0,,0.0,,61.79,1307916000,55.49,1307962800,61.79,1307916000,55.49,1307962800,48.1,0.73,1019.25,5.31,13.17,1307916000,13,0.67,7,1307901600,9.643,52.56,1307872800,61.79,1307916000,52.56,1307872800,61.79,1307916000,2011-06-12,
1307941200,Partly cloudy throughout the day.,partly-cloudy-day,1307960173,1308014866,0.44,0.0,0.0,,0.0,,70.21,1307998800,55.25,1308045600,70.21,1307998800,55.25,1308045600,45.49,0.55,1020.07,4.18,8.34,1307991600,38,0.53,10,1307988000,9.998,55.49,1307962800,70.21,1307998800,55.49,1307962800,70.21,1307998800,2011-06-13,
1308027600,Mostly cloudy throughout the day.,partly-cloudy-day,1308046571,1308101292,0.47,0.0,0.0,,0.0,,76.43,1308081600,57.49,1308139200,76.43,1308081600,57.49,1308139200,49.83,0.58,1016.61,3.77,9.97,1308074400,83,0.59,7,1308074400,9.997,55.25,1308045600,76.43,1308081600,55.25,1308045600,76.43,1308081600,2011-06-14,
1308114000,Rain until evening.,rain,1308132970,1308187717,0.51,0.0264,0.1656,1308139200.0,1.0,rain,70.0,1308157200,61.71,1308225600,70.06,1308157200,61.92,1308225600,58.81,0.8,1007.48,6.37,15.95,1308157200,148,0.88,5,1308153600,8.179,57.49,1308139200,70.0,1308157200,57.49,1308139200,70.06,1308157200,2011-06-15,
1308200400,Light rain in the morning.,rain,1308219372,1308274139,0.54,0.0017,0.0218,1308229200.0,0.88,rain,80.15,1308258000,62.96,1308304800,80.93,1308258000,63.07,1308304800,60.58,0.75,1007.33,3.87,13.02,1308254400,266,0.56,7,1308243600,8.649,61.71,1308225600,80.15,1308258000,61.92,1308225600,80.93,1308258000,2011-06-16,
1308286800,Mostly cloudy throughout the day.,partly-cloudy-day,1308305775,1308360560,0.58,0.0,0.0,,0.0,,80.35,1308340800,61.44,1308394800,82.06,1308340800,61.44,1308394800,61.0,0.72,1010.22,2.74,7.91,1308348000,58,0.48,9,1308333600,9.916,62.96,1308304800,80.35,1308340800,63.07,1308304800,82.06,1308340800,2011-06-17,
1308373200,Mostly cloudy throughout the day.,partly-cloudy-day,1308392180,1308446979,0.61,0.0,0.0,,0.0,,80.04,1308427200,64.42,1308474000,82.46,1308427200,64.78,1308474000,62.56,0.75,1009.99,3.12,8.47,1308420000,65,0.75,6,1308420000,9.677,61.44,1308394800,80.04,1308427200,61.44,1308394800,82.46,1308427200,2011-06-18,
1308459600,Mostly cloudy throughout the day.,partly-cloudy-day,1308478588,1308533397,0.64,0.0,0.0,,0.0,,81.96,1308513600,68.78,1308564000,84.85,1308513600,69.72,1308564000,65.75,0.77,1007.3,2.7,7.38,1308506400,142,0.63,6,1308506400,8.962,64.42,1308474000,81.96,1308513600,64.78,1308474000,84.85,1308513600,2011-06-19,
1308546000,Rain in the morning and afternoon.,rain,1308564997,1308619812,0.68,0.0118,0.1329,1308574800.0,1.0,rain,79.2,1308607200,73.58,1308628800,81.57,1308607200,74.39,1308628800,67.26,0.83,1006.69,4.48,15.13,1308592800,157,0.77,5,1308592800,9.06,68.78,1308564000,79.2,1308607200,69.72,1308564000,81.57,1308607200,2011-06-20,
1308632400,Rain in the evening and overnight.,rain,1308651408,1308706225,0.71,0.0076,0.1436,1308711600.0,0.71,rain,88.77,1308682800,69.26,1308736800,94.63,1308682800,70.15,1308711600,70.49,0.75,1004.19,7.18,21.21,1308708000,178,0.8,7,1308675600,9.741,69.29,1308711600,88.77,1308682800,70.15,1308711600,94.63,1308682800,2011-06-21,
1308718800,Possible drizzle in the afternoon.,rain,1308737821,1308792636,0.74,0.0004,0.0054,1308765600.0,0.59,rain,72.7,1308754800,63.85,1308826800,72.79,1308754800,64.33,1308826800,62.99,0.8,1002.44,7.96,21.48,1308758400,211,0.81,6,1308765600,9.971,65.95,1308801600,72.7,1308754800,66.1,1308801600,72.79,1308754800,2011-06-22,
1308805200,Possible drizzle in the morning.,rain,1308824236,1308879045,0.77,0.0005,0.0034,1308826800.0,0.38,rain,71.36,1308848400,61.03,1308920400,71.39,1308848400,61.03,1308920400,60.24,0.81,1002.43,7.23,17.55,1308848400,249,0.98,5,1308852000,9.088,63.09,1308888000,71.36,1308848400,63.09,1308888000,71.39,1308848400,2011-06-23,
1308891600,Overcast throughout the day.,cloudy,1308910653,1308965453,0.8,0.0,0.0,,0.0,,67.6,1308960000,61.87,1308999600,67.6,1308960000,61.87,1308999600,56.55,0.76,1007.61,5.12,10.98,1308920400,295,1.0,5,1308938400,9.977,61.03,1308920400,67.6,1308960000,61.03,1308920400,67.6,1308960000,2011-06-24,
1308978000,Mostly cloudy throughout the day.,partly-cloudy-day,1308997072,1309051858,0.83,0.0,0.0,,0.0,,77.07,1309028400,61.1,1309086000,77.07,1309028400,61.1,1309086000,55.39,0.62,1013.36,2.33,5.75,1309021200,93,0.77,6,1309021200,9.997,61.87,1308999600,77.07,1309028400,61.87,1308999600,77.07,1309028400,2011-06-25,
1309064400,Partly cloudy throughout the day.,partly-cloudy-day,1309083492,1309138261,0.86,0.0,0.0,,0.0,,78.38,1309118400,67.29,1309150800,78.38,1309118400,67.29,1309150800,54.95,0.6,1014.17,2.88,7.94,1309122000,75,0.43,10,1309107600,9.997,61.1,1309086000,78.38,1309118400,61.1,1309086000,78.38,1309118400,2011-06-26,
1309150800,Light rain in the morning.,rain,1309169915,1309224662,0.89,0.0021,0.026,1309186800.0,0.86,rain,80.86,1309215600,64.58,1309258800,83.18,1309215600,64.58,1309258800,64.79,0.75,1009.32,4.89,13.26,1309172400,202,0.65,6,1309201200,9.444,67.29,1309150800,80.86,1309215600,67.29,1309150800,83.18,1309215600,2011-06-27,
1309237200,Clear throughout the day.,clear-day,1309256339,1309311061,0.92,0.0,0.0,,0.0,,80.43,1309298400,61.15,1309345200,80.43,1309298400,61.15,1309345200,55.07,0.55,1014.64,4.82,12.5,1309291200,312,0.05,10,1309280400,9.998,64.58,1309258800,80.43,1309298400,64.58,1309258800,80.43,1309298400,2011-06-28,
1309323600,Partly cloudy throughout the day.,partly-cloudy-day,1309342765,1309397458,0.96,0.0,0.0,,0.0,,79.03,1309381200,63.62,1309428000,79.03,1309381200,63.62,1309428000,57.17,0.63,1018.13,2.31,7.78,1309381200,67,0.14,9,1309370400,9.986,61.15,1309345200,79.03,1309381200,61.15,1309345200,79.03,1309381200,2011-06-29,
1309410000,Possible light rain overnight.,rain,1309429192,1309483853,0.99,0.002,0.0304,1309489200.0,0.33,rain,88.27,1309467600,71.18,1309489200,90.09,1309467600,71.44,1309489200,61.87,0.63,1016.23,4.73,20.09,1309489200,171,0.37,8,1309449600,9.997,63.62,1309428000,88.27,1309467600,63.62,1309428000,90.09,1309467600,2011-06-30,
1309496400,Mostly cloudy throughout the day.,rain,1309515621,1309570246,0.03,0.0011,0.0108,1309496400.0,0.48,rain,85.5,1309564800,75.39,1309600800,87.12,1309564800,76.85,1309600800,62.96,0.63,1014.95,6.96,17.4,1309546800,177,0.79,6,1309543200,9.958,71.97,1309503600,85.5,1309564800,72.03,1309503600,87.12,1309564800,2011-07-01,
1309582800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1309602052,1309656637,0.06,0.0,0.0,,0.0,,92.79,1309636800,70.18,1309687200,103.25,1309633200,70.94,1309687200,71.56,0.72,1014.28,4.59,11.71,1309615200,226,0.48,6,1309622400,9.103,74.39,1309665600,92.79,1309636800,75.17,1309665600,103.25,1309633200,2011-07-02,
1309669200,Mostly cloudy throughout the day.,partly-cloudy-day,1309688484,1309743025,0.1,0.0,0.0,,0.0,,81.28,1309708800,67.08,1309777200,82.34,1309708800,67.08,1309777200,60.87,0.63,1015.32,2.69,8.79,1309723200,9,0.51,6,1309712400,9.58,70.18,1309687200,81.28,1309708800,70.94,1309687200,82.34,1309708800,2011-07-03,
1309755600,Partly cloudy throughout the day.,partly-cloudy-day,1309774918,1309829412,0.13,0.0,0.0,,0.0,,86.19,1309813200,67.43,1309860000,86.19,1309813200,67.43,1309860000,55.99,0.5,1014.82,1.81,5.78,1309813200,53,0.26,10,1309802400,9.781,67.08,1309777200,86.19,1309813200,67.08,1309777200,86.19,1309813200,2011-07-04,
1309842000,Partly cloudy throughout the day.,partly-cloudy-day,1309861354,1309915796,0.17,0.0,0.0,,0.0,,90.9,1309903200,72.98,1309950000,91.25,1309903200,73.5,1309950000,61.02,0.53,1014.56,2.4,7.13,1309896000,257,0.2,10,1309885200,9.564,67.43,1309860000,90.9,1309903200,67.43,1309860000,91.25,1309903200,2011-07-05,
1309928400,Partly cloudy throughout the day.,partly-cloudy-day,1309947791,1310002179,0.21,0.0,0.0,,0.0,,83.46,1309968000,67.41,1310036400,85.8,1309968000,67.41,1310036400,63.52,0.62,1014.53,3.19,9.29,1309993200,37,0.51,8,1309975200,9.987,70.17,1310011200,83.46,1309968000,70.17,1310011200,85.8,1309968000,2011-07-06,
1310014800,Possible light rain in the morning.,rain,1310034229,1310088559,0.24,0.0013,0.0232,1310032800.0,0.39,rain,77.8,1310068800,64.35,1310115600,77.8,1310068800,64.51,1310115600,56.9,0.59,1014.4,2.85,5.83,1310058000,56,0.7,6,1310061600,9.997,67.41,1310036400,77.8,1310068800,67.41,1310036400,77.8,1310068800,2011-07-07,
1310101200,Clear throughout the day.,clear-day,1310120669,1310174937,0.28,0.0,0.0,,0.0,,83.03,1310155200,64.7,1310209200,83.03,1310155200,64.7,1310209200,57.1,0.59,1011.39,2.93,9.33,1310144400,21,0.0,10,1310148000,9.776,64.35,1310115600,83.03,1310155200,64.51,1310115600,83.03,1310155200,2011-07-08,
1310187600,Partly cloudy throughout the day.,partly-cloudy-day,1310207110,1310261314,0.32,0.0,0.0,,0.0,,89.52,1310245200,73.96,1310295600,89.96,1310245200,74.95,1310295600,59.92,0.53,1012.97,3.11,10.5,1310245200,176,0.19,8,1310230800,9.893,64.7,1310209200,89.52,1310245200,64.7,1310209200,89.96,1310245200,2011-07-09,
1310274000,Partly cloudy throughout the day.,partly-cloudy-day,1310293553,1310347688,0.35,0.0,0.0,,0.0,,90.31,1310335200,78.55,1310382000,94.29,1310328000,79.91,1310382000,68.79,0.64,1012.41,4.87,11.0,1310335200,188,0.42,8,1310317200,8.956,73.96,1310295600,90.31,1310335200,74.95,1310295600,94.29,1310328000,2011-07-10,
1310360400,Rain in the morning.,rain,1310379996,1310434060,0.39,0.0103,0.1821,1310392800.0,1.0,rain,89.16,1310421600,72.45,1310468400,95.44,1310421600,73.42,1310468400,71.42,0.74,1009.68,4.35,11.77,1310428800,231,0.5,6,1310410800,9.516,71.74,1310392800,89.16,1310421600,72.89,1310392800,95.44,1310421600,2011-07-11,
1310446800,Possible drizzle in the evening and overnight.,rain,1310466441,1310520430,0.42,0.0003,0.0033,1310522400.0,0.4,rain,84.82,1310486400,67.9,1310554800,86.15,1310486400,68.18,1310554800,66.21,0.69,1013.58,3.67,10.42,1310490000,16,0.3,9,1310493600,9.997,70.75,1310529600,84.82,1310486400,70.93,1310529600,86.15,1310486400,2011-07-12,
1310533200,Mostly cloudy throughout the day.,partly-cloudy-day,1310552887,1310606799,0.46,0.0,0.0,,0.0,,72.21,1310576400,64.06,1310630400,72.21,1310576400,64.07,1310630400,58.33,0.68,1017.63,6.98,14.07,1310587200,32,0.68,8,1310580000,9.998,65.34,1310616000,72.21,1310576400,65.34,1310616000,72.21,1310576400,2011-07-13,
1310619600,Mostly cloudy throughout the day.,partly-cloudy-day,1310639335,1310693165,0.49,0.0,0.0,,0.0,,81.59,1310673600,69.78,1310716800,81.59,1310673600,69.99,1310716800,57.97,0.63,1016.85,4.71,9.79,1310655600,91,0.52,6,1310666400,9.997,64.06,1310630400,81.59,1310673600,64.07,1310630400,81.59,1310673600,2011-07-14,
1310706000,Mostly cloudy throughout the day.,partly-cloudy-day,1310725783,1310779529,0.53,0.0,0.0,,0.0,,85.16,1310756400,71.36,1310799600,85.51,1310756400,71.59,1310799600,61.1,0.59,1015.0,3.16,9.14,1310767200,98,0.62,8,1310752800,9.997,69.78,1310716800,85.16,1310756400,69.99,1310716800,85.51,1310756400,2011-07-15,
1310792400,Mostly cloudy throughout the day.,partly-cloudy-day,1310812232,1310865891,0.56,0.0,0.0,,0.0,,88.48,1310850000,71.57,1310900400,88.48,1310850000,72.2,1310900400,62.89,0.6,1016.23,1.6,6.42,1310853600,168,0.6,6,1310842800,9.997,71.36,1310799600,88.48,1310850000,71.59,1310799600,88.48,1310850000,2011-07-16,
1310878800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1310898683,1310952252,0.59,0.0,0.0,,0.0,,95.03,1310936400,80.6,1310986800,101.63,1310940000,86.07,1310986800,68.76,0.62,1017.88,3.41,11.01,1310940000,213,0.17,8,1310929200,9.947,71.57,1310900400,95.03,1310936400,72.2,1310900400,101.63,1310940000,2011-07-17,
1310965200,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1310985134,1311038610,0.62,0.0,0.0003,1310986800.0,0.12,,91.53,1311026400,78.45,1311073200,99.56,1311033600,81.48,1311073200,74.75,0.7,1014.69,5.76,16.19,1311012000,242,0.61,7,1311012000,8.413,80.6,1310986800,91.53,1311026400,86.07,1310986800,99.56,1311033600,2011-07-18,
1311051600,Possible light rain in the morning.,partly-cloudy-day,1311071587,1311124967,0.65,0.0,0.0,,0.0,,90.25,1311109200,75.48,1311159600,99.4,1311102000,76.78,1311159600,74.34,0.73,1011.57,3.17,7.24,1311105600,19,0.43,8,1311098400,9.104,78.45,1311073200,90.25,1311109200,81.48,1311073200,99.4,1311102000,2011-07-19,
1311138000,Possible light rain in the morning.,rain,1311158040,1311211321,0.69,0.0018,0.0252,1311156000.0,0.37,rain,99.08,1311195600,81.73,1311246000,111.42,1311192000,87.39,1311246000,73.48,0.65,1009.28,4.8,17.28,1311199200,224,0.49,7,1311188400,9.169,75.48,1311159600,99.08,1311195600,76.78,1311159600,111.42,1311192000,2011-07-20,
